Year,ICD10 Code,ICD10 Diagnosis,Diagnosis Type,Metric,Sex,Value
2013/14,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Number of admissions,Male,.
2013/14,All codes,All admissions,All admissions,Attributable number,Male,285300
2013/14,C00-D48,All cancers,All cancers,Attributable number,Male,109500
2013/14,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Male,66000
2013/14,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Male,91900
2013/14,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Male,9400
2013/14,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Male,40700
2013/14,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Male,11100
2013/14,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Male,14500
2013/14,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Male,3000
2013/14,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Male,.
2013/14,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Male,23900
2013/14,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Male,3100
2013/14,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Male,3300
2013/14,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Male,2900
2013/14,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Male,1800
2013/14,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Male,5200
2013/14,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Male,2500
2013/14,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Male,42800
2013/14,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Male,20700
2013/14,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,26600
2013/14,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,44000
2013/14,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,3900
2013/14,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,9300
2013/14,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Male,5800
2013/14,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Male,2300
2013/14,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Male,5700
2013/14,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Attributable number,Male,2600
2013/14,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Attributable number,Male,1000
2013/14,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Attributable number,Male,6600
2013/14,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Attributable number,Male,1800
2013/14,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Attributable number,Male,.
2013/14,All codes,All admissions,All admissions,Number of admissions,Female,5626660
2013/14,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,All diseases which can be caused by smoking,Number of admissions,Female,738810
2013/14,C00-D48,All cancers,All cancers,Number of admissions,Female,830282
2013/14,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,Female,269940
2013/14,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,Female,376491
2013/14,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,Female,699329
2013/14,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,Female,40561
2013/14,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,Female,5842
2013/14,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,Female,8119
2013/14,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,Female,665
2013/14,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,Female,7000
2013/14,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,Female,17175
2013/14,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,Female,4785
2013/14,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,Female,5550
2013/14,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,Female,11692
2013/14,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,Female,4672
2013/14,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,Female,16020
2013/14,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,Female,2439
2013/14,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,Female,57870
2013/14,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,Female,83786
2013/14,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,126859
2013/14,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,88001
2013/14,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,17009
2013/14,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,52760
2013/14,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,Female,2741
2013/14,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,Female,4439
2013/14,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,10855
2013/14,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,20701
2013/14,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,3835
2013/14,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Number of admissions,Female,84640
2013/14,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Number of admissions,Female,49505
2013/14,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Number of admissions,Female,11289
2013/14,All codes,All admissions,All admissions,Attributable number,Female,169400
2013/14,C00-D48,All cancers,All cancers,Attributable number,Female,49200
2013/14,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Female,59600
2013/14,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Female,38900
2013/14,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Female,9000
2013/14,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Female,29300
2013/14,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Female,2800
2013/14,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Female,4800
2013/14,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Female,500
2013/14,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Female,800
2013/14,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Female,4900
2013/14,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Female,400
2013/14,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Female,600
2013/14,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Female,2800
2013/14,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Female,900
2013/14,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Female,1500
2013/14,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Female,2000
2013/14,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Female,44100
2013/14,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Female,13600
2013/14,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,12200
2013/14,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,15300
2013/14,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,2900
2013/14,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,6500
2013/14,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Female,1500
2013/14,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Female,500
2013/14,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Female,4700
2013/14,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Attributable number,Female,2900
2013/14,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Attributable number,Female,1400
2013/14,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Attributable number,Female,7700
2013/14,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Attributable number,Female,4400
2013/14,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Attributable number,Female,400
2012/13,All codes,All admissions,All admissions,Number of admissions,,10281507
2012/13,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,All diseases which can be caused by smoking,Number of admissions,,1600202
2012/13,C00-D48,All cancers,All cancers,Number of admissions,,1559780
2012/13,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,,541404
2012/13,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,,881146
2012/13,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,,1339113
2012/13,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,,84194
2012/13,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,,20514
2012/13,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,,28997
2012/13,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,,4718
2012/13,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,,6778
2012/13,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,,74607
2012/13,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,,13708
2012/13,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,,19312
2012/13,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,,22648
2012/13,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,,7603
2012/13,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,,40208
2012/13,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,,5633
2012/13,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,,116705
2012/13,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,,168578
2012/13,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,,272127
2012/13,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,,273337
2012/13,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,,41899
2012/13,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,,106457
2012/13,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,,12017
